,year,sex,country,cause_death_code,age,age_range,count_deaths
2190,2010,Male,Thailand,X70,Deaths12,30-34 years,231
2191,2010,Male,Thailand,X70,Deaths13,35-39 years,241
2192,2010,Male,Thailand,X70,Deaths14,40-44 years,237
2193,2010,Male,Thailand,X70,Deaths15,45-49 years,159
2194,2010,Male,Thailand,X70,Deaths16,50-54 years,149
2195,2010,Male,Thailand,X70,Deaths17,55-59 years,117
2196,2010,Male,Thailand,X95,Deaths9,15-19 years,218
2197,2010,Male,Thailand,X95,Deaths10,20-24 years,256
2198,2010,Male,Thailand,X95,Deaths11,25-29 years,243
2199,2010,Male,Thailand,X95,Deaths12,30-34 years,244
2200,2010,Male,Thailand,X95,Deaths13,35-39 years,235
2201,2010,Male,Thailand,X95,Deaths14,40-44 years,256
2202,2010,Male,Thailand,X95,Deaths15,45-49 years,207
2203,2010,Male,Thailand,X95,Deaths16,50-54 years,159
2204,2010,Male,Thailand,Y34,Deaths8,10-14 years,146
2205,2010,Male,Thailand,Y34,Deaths9,15-19 years,725
2206,2010,Male,Thailand,Y34,Deaths10,20-24 years,685
2207,2010,Male,Thailand,Y34,Deaths11,25-29 years,706
2208,2010,Male,Thailand,Y34,Deaths12,30-34 years,728
2209,2010,Male,Thailand,Y34,Deaths13,35-39 years,644
2210,2010,Male,Thailand,Y34,Deaths14,40-44 years,622
2211,2010,Male,Thailand,Y34,Deaths15,45-49 years,564
2212,2010,Male,Thailand,Y34,Deaths16,50-54 years,490
2213,2010,Male,Thailand,Y34,Deaths17,55-59 years,378
2214,2010,Male,Thailand,Y34,Deaths18,60-64 years,287
2215,2010,Male,Thailand,Y34,Deaths19,65-69 years,233
2216,2010,Male,Thailand,Y34,Deaths20,70-74 years,205
2217,2010,Male,Thailand,Y34,Deaths21,75-79 years,154
2218,2010,Female,Thailand,Y34,Deaths9,15-19 years,135
2219,2010,Female,Thailand,Y34,Deaths10,20-24 years,138
2220,2010,Female,Thailand,Y34,Deaths11,25-29 years,121
2221,2010,Female,Thailand,Y34,Deaths12,30-34 years,115
2222,2010,Female,Thailand,Y34,Deaths13,35-39 years,148
2223,2010,Female,Thailand,Y34,Deaths14,40-44 years,140
2224,2010,Female,Thailand,Y34,Deaths15,45-49 years,145
2225,2010,Female,Thailand,Y34,Deaths16,50-54 years,134
2226,2010,Female,Thailand,Y34,Deaths17,55-59 years,114
2227,2010,Female,Thailand,Y34,Deaths18,60-64 years,105
2228,2011,Male,Thailand,V23,Deaths9,15-19 years,124
2229,2011,Male,Thailand,V29,Deaths8,10-14 years,123
2230,2011,Male,Thailand,V29,Deaths9,15-19 years,385
2231,2011,Male,Thailand,V29,Deaths10,20-24 years,284
2232,2011,Male,Thailand,V29,Deaths11,25-29 years,255
2233,2011,Male,Thailand,V29,Deaths12,30-34 years,240
2234,2011,Male,Thailand,V29,Deaths13,35-39 years,225
2235,2011,Male,Thailand,V29,Deaths14,40-44 years,180
2236,2011,Male,Thailand,V29,Deaths15,45-49 years,174
2237,2011,Male,Thailand,V29,Deaths16,50-54 years,160
2238,2011,Male,Thailand,V29,Deaths17,55-59 years,133
2239,2011,Male,Thailand,V29,Deaths19,65-69 years,100
2240,2011,Male,Thailand,V89,Deaths8,10-14 years,101
2241,2011,Male,Thailand,V89,Deaths9,15-19 years,484
2242,2011,Male,Thailand,V89,Deaths10,20-24 years,447
2243,2011,Male,Thailand,V89,Deaths11,25-29 years,382
2244,2011,Male,Thailand,V89,Deaths12,30-34 years,413
2245,2011,Male,Thailand,V89,Deaths13,35-39 years,380
2246,2011,Male,Thailand,V89,Deaths14,40-44 years,342
2247,2011,Male,Thailand,V89,Deaths15,45-49 years,326
2248,2011,Male,Thailand,V89,Deaths16,50-54 years,293
2249,2011,Male,Thailand,V89,Deaths17,55-59 years,224
2250,2011,Male,Thailand,V89,Deaths18,60-64 years,192
2251,2011,Male,Thailand,V89,Deaths19,65-69 years,135
2252,2011,Male,Thailand,V89,Deaths20,70-74 years,120
2253,2011,Female,Thailand,V89,Deaths9,15-19 years,114
2254,2011,Female,Thailand,V89,Deaths15,45-49 years,107
2255,2011,Male,Thailand,W74,Deaths7,5-9 years,356
2256,2011,Male,Thailand,W74,Deaths8,10-14 years,142
2257,2011,Male,Thailand,W74,Deaths9,15-19 years,146
2258,2011,Male,Thailand,W74,Deaths10,20-24 years,110
2259,2011,Male,Thailand,W74,Deaths11,25-29 years,176
2260,2011,Male,Thailand,W74,Deaths12,30-34 years,202
2261,2011,Male,Thailand,W74,Deaths13,35-39 years,275
2262,2011,Male,Thailand,W74,Deaths14,40-44 years,324
2263,2011,Male,Thailand,W74,Deaths15,45-49 years,270
2264,2011,Male,Thailand,W74,Deaths16,50-54 years,275
2265,2011,Male,Thailand,W74,Deaths17,55-59 years,202
2266,2011,Male,Thailand,W74,Deaths18,60-64 years,181
2267,2011,Male,Thailand,W74,Deaths19,65-69 years,153
2268,2011,Male,Thailand,W74,Deaths20,70-74 years,102
2269,2011,Female,Thailand,W74,Deaths7,5-9 years,128
2270,2011,Male,Thailand,W87,Deaths12,30-34 years,102
2271,2011,Male,Thailand,X59,Deaths9,15-19 years,121
2272,2011,Male,Thailand,X59,Deaths10,20-24 years,113
2273,2011,Male,Thailand,X59,Deaths11,25-29 years,109
2274,2011,Male,Thailand,X59,Deaths12,30-34 years,103
2275,2011,Male,Thailand,X59,Deaths13,35-39 years,103
2276,2011,Male,Thailand,X59,Deaths14,40-44 years,112
2277,2011,Male,Thailand,X59,Deaths15,45-49 years,107
2278,2011,Male,Thailand,X70,Deaths10,20-24 years,161
2279,2011,Male,Thailand,X70,Deaths11,25-29 years,265
2280,2011,Male,Thailand,X70,Deaths12,30-34 years,307
2281,2011,Male,Thailand,X70,Deaths13,35-39 years,229
2282,2011,Male,Thailand,X70,Deaths14,40-44 years,206
2283,2011,Male,Thailand,X70,Deaths15,45-49 years,194
2284,2011,Male,Thailand,X70,Deaths16,50-54 years,183
2285,2011,Male,Thailand,X70,Deaths17,55-59 years,116
2286,2011,Male,Thailand,X95,Deaths9,15-19 years,180
2287,2011,Male,Thailand,X95,Deaths10,20-24 years,204
2288,2011,Male,Thailand,X95,Deaths11,25-29 years,205
2289,2011,Male,Thailand,X95,Deaths12,30-34 years,217
2290,2011,Male,Thailand,X95,Deaths13,35-39 years,200
2291,2011,Male,Thailand,X95,Deaths14,40-44 years,197
2292,2011,Male,Thailand,X95,Deaths15,45-49 years,204
2293,2011,Male,Thailand,X95,Deaths16,50-54 years,133
2294,2011,Male,Thailand,Y34,Deaths8,10-14 years,123
2295,2011,Male,Thailand,Y34,Deaths9,15-19 years,580
2296,2011,Male,Thailand,Y34,Deaths10,20-24 years,611
2297,2011,Male,Thailand,Y34,Deaths11,25-29 years,587
2298,2011,Male,Thailand,Y34,Deaths12,30-34 years,668
2299,2011,Male,Thailand,Y34,Deaths13,35-39 years,565
2300,2011,Male,Thailand,Y34,Deaths14,40-44 years,558
2301,2011,Male,Thailand,Y34,Deaths15,45-49 years,594
2302,2011,Male,Thailand,Y34,Deaths16,50-54 years,445
2303,2011,Male,Thailand,Y34,Deaths17,55-59 years,368
2304,2011,Male,Thailand,Y34,Deaths18,60-64 years,286
2305,2011,Male,Thailand,Y34,Deaths19,65-69 years,204
2306,2011,Male,Thailand,Y34,Deaths20,70-74 years,167
2307,2011,Male,Thailand,Y34,Deaths21,75-79 years,139
2308,2011,Female,Thailand,Y34,Deaths9,15-19 years,102
2309,2011,Female,Thailand,Y34,Deaths10,20-24 years,105
2310,2011,Female,Thailand,Y34,Deaths11,25-29 years,116
2311,2011,Female,Thailand,Y34,Deaths12,30-34 years,109
2312,2011,Female,Thailand,Y34,Deaths13,35-39 years,119
2313,2011,Female,Thailand,Y34,Deaths14,40-44 years,125
2314,2011,Female,Thailand,Y34,Deaths15,45-49 years,137
2315,2011,Female,Thailand,Y34,Deaths16,50-54 years,138
2316,2011,Female,Thailand,Y34,Deaths18,60-64 years,108
2317,2012,Male,Thailand,V23,Deaths9,15-19 years,122
2318,2012,Male,Thailand,V28,Deaths9,15-19 years,101
2319,2012,Male,Thailand,V29,Deaths9,15-19 years,419
2320,2012,Male,Thailand,V29,Deaths10,20-24 years,295
2321,2012,Male,Thailand,V29,Deaths11,25-29 years,279
2322,2012,Male,Thailand,V29,Deaths12,30-34 years,248
2323,2012,Male,Thailand,V29,Deaths13,35-39 years,236
2324,2012,Male,Thailand,V29,Deaths14,40-44 years,222
2325,2012,Male,Thailand,V29,Deaths15,45-49 years,214
2326,2012,Male,Thailand,V29,Deaths16,50-54 years,152
2327,2012,Male,Thailand,V29,Deaths17,55-59 years,137
2328,2012,Male,Thailand,V29,Deaths18,60-64 years,106
2329,2012,Male,Thailand,V29,Deaths19,65-69 years,101
2330,2012,Male,Thailand,V89,Deaths9,15-19 years,493
2331,2012,Male,Thailand,V89,Deaths10,20-24 years,430
2332,2012,Male,Thailand,V89,Deaths11,25-29 years,384
2333,2012,Male,Thailand,V89,Deaths12,30-34 years,377
2334,2012,Male,Thailand,V89,Deaths13,35-39 years,335
2335,2012,Male,Thailand,V89,Deaths14,40-44 years,325
2336,2012,Male,Thailand,V89,Deaths15,45-49 years,322
2337,2012,Male,Thailand,V89,Deaths16,50-54 years,306
2338,2012,Male,Thailand,V89,Deaths17,55-59 years,234
2339,2012,Male,Thailand,V89,Deaths18,60-64 years,182
2340,2012,Male,Thailand,V89,Deaths19,65-69 years,153
2341,2012,Male,Thailand,V89,Deaths20,70-74 years,116
2342,2012,Female,Thailand,V89,Deaths9,15-19 years,112
2343,2012,Female,Thailand,V89,Deaths16,50-54 years,101
2344,2012,Male,Thailand,W74,Deaths7,5-9 years,300
2345,2012,Male,Thailand,W74,Deaths8,10-14 years,162
2346,2012,Male,Thailand,W74,Deaths9,15-19 years,140
2347,2012,Male,Thailand,W74,Deaths10,20-24 years,110
2348,2012,Male,Thailand,W74,Deaths11,25-29 years,134
2349,2012,Male,Thailand,W74,Deaths12,30-34 years,233
2350,2012,Male,Thailand,W74,Deaths13,35-39 years,278
2351,2012,Male,Thailand,W74,Deaths14,40-44 years,322
2352,2012,Male,Thailand,W74,Deaths15,45-49 years,309
2353,2012,Male,Thailand,W74,Deaths16,50-54 years,253
2354,2012,Male,Thailand,W74,Deaths17,55-59 years,208
2355,2012,Male,Thailand,W74,Deaths18,60-64 years,170
2356,2012,Male,Thailand,W74,Deaths19,65-69 years,124
2357,2012,Female,Thailand,W74,Deaths7,5-9 years,122
2358,2012,Male,Thailand,W87,Deaths11,25-29 years,115
2359,2012,Male,Thailand,X59,Deaths10,20-24 years,116
2360,2012,Male,Thailand,X59,Deaths15,45-49 years,100
2361,2012,Male,Thailand,X59,Deaths16,50-54 years,100
2362,2012,Male,Thailand,X70,Deaths9,15-19 years,100
2363,2012,Male,Thailand,X70,Deaths10,20-24 years,184
2364,2012,Male,Thailand,X70,Deaths11,25-29 years,233
2365,2012,Male,Thailand,X70,Deaths12,30-34 years,277
2366,2012,Male,Thailand,X70,Deaths13,35-39 years,263
2367,2012,Male,Thailand,X70,Deaths14,40-44 years,199
2368,2012,Male,Thailand,X70,Deaths15,45-49 years,189
2369,2012,Male,Thailand,X70,Deaths16,50-54 years,140
2370,2012,Male,Thailand,X70,Deaths17,55-59 years,126
2371,2012,Male,Thailand,X95,Deaths9,15-19 years,177
2372,2012,Male,Thailand,X95,Deaths10,20-24 years,210
2373,2012,Male,Thailand,X95,Deaths11,25-29 years,234
2374,2012,Male,Thailand,X95,Deaths12,30-34 years,215
2375,2012,Male,Thailand,X95,Deaths13,35-39 years,182
2376,2012,Male,Thailand,X95,Deaths14,40-44 years,186
2377,2012,Male,Thailand,X95,Deaths15,45-49 years,194
2378,2012,Male,Thailand,X95,Deaths16,50-54 years,131
2379,2012,Male,Thailand,Y34,Deaths8,10-14 years,153
2380,2012,Male,Thailand,Y34,Deaths9,15-19 years,632
2381,2012,Male,Thailand,Y34,Deaths10,20-24 years,559
2382,2012,Male,Thailand,Y34,Deaths11,25-29 years,530
2383,2012,Male,Thailand,Y34,Deaths12,30-34 years,595
2384,2012,Male,Thailand,Y34,Deaths13,35-39 years,582
2385,2012,Male,Thailand,Y34,Deaths14,40-44 years,571
2386,2012,Male,Thailand,Y34,Deaths15,45-49 years,554
2387,2012,Male,Thailand,Y34,Deaths16,50-54 years,490
2388,2012,Male,Thailand,Y34,Deaths17,55-59 years,397
2389,2012,Male,Thailand,Y34,Deaths18,60-64 years,296
2390,2012,Male,Thailand,Y34,Deaths19,65-69 years,205
2391,2012,Male,Thailand,Y34,Deaths20,70-74 years,180
2392,2012,Male,Thailand,Y34,Deaths21,75-79 years,134
2393,2012,Female,Thailand,Y34,Deaths9,15-19 years,117
2394,2012,Female,Thailand,Y34,Deaths13,35-39 years,132
2395,2012,Female,Thailand,Y34,Deaths14,40-44 years,137
2396,2012,Female,Thailand,Y34,Deaths15,45-49 years,121
2397,2012,Female,Thailand,Y34,Deaths16,50-54 years,137
2398,2012,Female,Thailand,Y34,Deaths17,55-59 years,114
2399,2012,Female,Thailand,Y34,Deaths18,60-64 years,116
2400,2010,Male,Finland,W01,Deaths23,85-89 years,100
2401,2010,Female,Finland,W01,Deaths23,85-89 years,211
2402,2011,Male,Finland,W01,Deaths23,85-89 years,125
2403,2011,Female,Finland,W01,Deaths23,85-89 years,196
2404,2012,Male,Finland,W01,Deaths23,85-89 years,105
2405,2012,Female,Finland,W01,Deaths23,85-89 years,227
2406,2011,Female,Slovenia,W01,Deaths23,85-89 years,123
2407,2012,Female,Slovenia,W01,Deaths23,85-89 years,118
2408,2010,Male,Uzbekistan,X70,Deaths10,20-24 years,145
2409,2010,Male,Uzbekistan,X70,Deaths11,25-29 years,119
2410,2010,Male,Uzbekistan,X70,Deaths12,30-34 years,102
2411,2010,Male,Uzbekistan,X70,Deaths13,35-39 years,106
2412,2011,Male,Uzbekistan,X70,Deaths9,15-19 years,104
2413,2011,Male,Uzbekistan,X70,Deaths10,20-24 years,141
2414,2011,Male,Uzbekistan,X70,Deaths11,25-29 years,117
2415,2011,Male,Uzbekistan,X70,Deaths12,30-34 years,137
2416,2011,Male,Uzbekistan,X70,Deaths13,35-39 years,118
2417,2011,Male,Uzbekistan,X70,Deaths14,40-44 years,102
2418,2011,Female,Uzbekistan,X70,Deaths9,15-19 years,120
2419,2011,Female,Uzbekistan,X70,Deaths10,20-24 years,113
2420,2012,Male,Uzbekistan,X70,Deaths9,15-19 years,140
2421,2012,Male,Uzbekistan,X70,Deaths10,20-24 years,146
2422,2012,Male,Uzbekistan,X70,Deaths11,25-29 years,144
2423,2012,Male,Uzbekistan,X70,Deaths12,30-34 years,121
2424,2012,Male,Uzbekistan,X70,Deaths13,35-39 years,105
2425,2012,Male,Uzbekistan,X70,Deaths15,45-49 years,107
2426,2012,Female,Uzbekistan,X70,Deaths9,15-19 years,157
2427,2012,Female,Uzbekistan,X70,Deaths10,20-24 years,150
2428,2010,Male,Morocco,Y349,Deaths9,15-19 years,122
2429,2010,Male,Morocco,Y349,Deaths10,20-24 years,209
2430,2010,Male,Morocco,Y349,Deaths11,25-29 years,223
2431,2010,Male,Morocco,Y349,Deaths12,30-34 years,174
2432,2010,Male,Morocco,Y349,Deaths13,35-39 years,150
2433,2010,Male,Morocco,Y349,Deaths14,40-44 years,146
2434,2010,Male,Morocco,Y349,Deaths15,45-49 years,124
2435,2010,Male,Morocco,Y349,Deaths16,50-54 years,147
2436,2011,Male,Morocco,Y349,Deaths9,15-19 years,132
2437,2011,Male,Morocco,Y349,Deaths10,20-24 years,225
2438,2011,Male,Morocco,Y349,Deaths11,25-29 years,236
2439,2011,Male,Morocco,Y349,Deaths12,30-34 years,188
2440,2011,Male,Morocco,Y349,Deaths13,35-39 years,160
2441,2011,Male,Morocco,Y349,Deaths14,40-44 years,130
2442,2011,Male,Morocco,Y349,Deaths15,45-49 years,114
2443,2011,Male,Morocco,Y349,Deaths16,50-54 years,151
2444,2011,Male,Morocco,Y349,Deaths17,55-59 years,113
2445,2011,Male,Morocco,Y349,Deaths18,60-64 years,103
2446,2012,Male,Morocco,Y349,Deaths10,20-24 years,197
2447,2012,Male,Morocco,Y349,Deaths11,25-29 years,147
2448,2012,Male,Morocco,Y349,Deaths12,30-34 years,172
2449,2012,Male,Morocco,Y349,Deaths13,35-39 years,135
2450,2012,Male,Morocco,Y349,Deaths14,40-44 years,113
2451,2012,Male,Morocco,Y349,Deaths15,45-49 years,101
2452,2012,Male,Morocco,Y349,Deaths16,50-54 years,116
2453,2010,Male,Argentina,V499,Deaths10,20-24 years,151
2454,2010,Male,Argentina,V499,Deaths11,25-29 years,133
2455,2010,Male,Argentina,V499,Deaths12,30-34 years,103
2456,2010,Male,Argentina,X599,Deaths9,15-19 years,123
2457,2010,Male,Argentina,X599,Deaths10,20-24 years,168
2458,2010,Male,Argentina,X599,Deaths11,25-29 years,140
2459,2010,Male,Argentina,X599,Deaths12,30-34 years,120
2460,2010,Male,Argentina,X599,Deaths13,35-39 years,106
2461,2010,Female,Argentina,X599,Deaths22,80-84 years,125
2462,2010,Female,Argentina,X599,Deaths23,85-89 years,130
2463,2010,Female,Argentina,X599,Deaths24,90-94 years,113
2464,2010,Male,Argentina,X700,Deaths9,15-19 years,193
2465,2010,Male,Argentina,X700,Deaths10,20-24 years,269
2466,2010,Male,Argentina,X700,Deaths11,25-29 years,162
2467,2010,Male,Argentina,X700,Deaths12,30-34 years,118
2468,2011,Male,Argentina,V499,Deaths10,20-24 years,152
2469,2011,Male,Argentina,V499,Deaths11,25-29 years,131
2470,2011,Male,Argentina,V892,Deaths10,20-24 years,126
2471,2011,Male,Argentina,V892,Deaths11,25-29 years,105
2472,2011,Male,Argentina,X599,Deaths9,15-19 years,103
2473,2011,Male,Argentina,X599,Deaths10,20-24 years,156
2474,2011,Male,Argentina,X599,Deaths11,25-29 years,123
2475,2011,Male,Argentina,X599,Deaths12,30-34 years,114
2476,2011,Male,Argentina,X599,Deaths16,50-54 years,112
2477,2011,Male,Argentina,X599,Deaths18,60-64 years,108
2478,2011,Male,Argentina,X599,Deaths22,80-84 years,103
2479,2011,Female,Argentina,X599,Deaths22,80-84 years,153
2480,2011,Female,Argentina,X599,Deaths23,85-89 years,181
2481,2011,Female,Argentina,X599,Deaths24,90-94 years,117
2482,2011,Male,Argentina,X700,Deaths9,15-19 years,180
2483,2011,Male,Argentina,X700,Deaths10,20-24 years,217
2484,2011,Male,Argentina,X700,Deaths11,25-29 years,182
2485,2011,Male,Argentina,X700,Deaths12,30-34 years,122
2486,2012,Male,Argentina,V499,Deaths10,20-24 years,120
2487,2012,Male,Argentina,V499,Deaths11,25-29 years,102
2488,2012,Male,Argentina,V892,Deaths10,20-24 years,102
2489,2012,Male,Argentina,X599,Deaths9,15-19 years,120
2490,2012,Male,Argentina,X599,Deaths10,20-24 years,193
2491,2012,Male,Argentina,X599,Deaths11,25-29 years,144
2492,2012,Male,Argentina,X599,Deaths12,30-34 years,166
2493,2012,Male,Argentina,X599,Deaths13,35-39 years,100
2494,2012,Male,Argentina,X599,Deaths17,55-59 years,101
2495,2012,Male,Argentina,X599,Deaths19,65-69 years,106
2496,2012,Male,Argentina,X599,Deaths21,75-79 years,102
2497,2012,Male,Argentina,X599,Deaths22,80-84 years,100
2498,2012,Female,Argentina,X599,Deaths22,80-84 years,149
2499,2012,Female,Argentina,X599,Deaths23,85-89 years,186
2500,2012,Female,Argentina,X599,Deaths24,90-94 years,140
2501,2012,Male,Argentina,X700,Deaths9,15-19 years,200
2502,2012,Male,Argentina,X700,Deaths10,20-24 years,273
2503,2012,Male,Argentina,X700,Deaths11,25-29 years,201
2504,2012,Male,Argentina,X700,Deaths12,30-34 years,177
2505,2012,Male,Argentina,X954,Deaths10,20-24 years,111
2506,2010,Male,Brazil,V093,Deaths9,15-19 years,167
2507,2010,Male,Brazil,V093,Deaths10,20-24 years,274
2508,2010,Male,Brazil,V093,Deaths11,25-29 years,301
2509,2010,Male,Brazil,V093,Deaths12,30-34 years,301
2510,2010,Male,Brazil,V093,Deaths13,35-39 years,335
2511,2010,Male,Brazil,V093,Deaths14,40-44 years,309
2512,2010,Male,Brazil,V093,Deaths15,45-49 years,316
2513,2010,Male,Brazil,V093,Deaths16,50-54 years,299
2514,2010,Male,Brazil,V093,Deaths17,55-59 years,241
2515,2010,Male,Brazil,V093,Deaths18,60-64 years,206
2516,2010,Male,Brazil,V093,Deaths19,65-69 years,176
2517,2010,Male,Brazil,V093,Deaths20,70-74 years,164
2518,2010,Male,Brazil,V093,Deaths21,75-79 years,146
2519,2010,Male,Brazil,V093,Deaths22,80-84 years,122
2520,2010,Male,Brazil,V234,Deaths9,15-19 years,114
2521,2010,Male,Brazil,V234,Deaths10,20-24 years,285
2522,2010,Male,Brazil,V234,Deaths11,25-29 years,236
2523,2010,Male,Brazil,V234,Deaths12,30-34 years,166
2524,2010,Male,Brazil,V234,Deaths13,35-39 years,130
2525,2010,Male,Brazil,V234,Deaths14,40-44 years,107
2526,2010,Male,Brazil,V244,Deaths9,15-19 years,109
2527,2010,Male,Brazil,V244,Deaths10,20-24 years,215
2528,2010,Male,Brazil,V244,Deaths11,25-29 years,189
2529,2010,Male,Brazil,V244,Deaths12,30-34 years,122
2530,2010,Male,Brazil,V274,Deaths10,20-24 years,188
2531,2010,Male,Brazil,V274,Deaths11,25-29 years,143
2532,2010,Male,Brazil,V284,Deaths10,20-24 years,153
2533,2010,Male,Brazil,V284,Deaths11,25-29 years,144
2534,2010,Male,Brazil,V299,Deaths9,15-19 years,342
2535,2010,Male,Brazil,V299,Deaths10,20-24 years,582
2536,2010,Male,Brazil,V299,Deaths11,25-29 years,523
2537,2010,Male,Brazil,V299,Deaths12,30-34 years,351
2538,2010,Male,Brazil,V299,Deaths13,35-39 years,278
2539,2010,Male,Brazil,V299,Deaths14,40-44 years,206
2540,2010,Male,Brazil,V299,Deaths15,45-49 years,160
2541,2010,Male,Brazil,V299,Deaths16,50-54 years,122
2542,2010,Male,Brazil,V499,Deaths9,15-19 years,181
2543,2010,Male,Brazil,V499,Deaths10,20-24 years,415
2544,2010,Male,Brazil,V499,Deaths11,25-29 years,426
2545,2010,Male,Brazil,V499,Deaths12,30-34 years,365
2546,2010,Male,Brazil,V499,Deaths13,35-39 years,291
2547,2010,Male,Brazil,V499,Deaths14,40-44 years,246
2548,2010,Male,Brazil,V499,Deaths15,45-49 years,273
2549,2010,Male,Brazil,V499,Deaths16,50-54 years,216
2550,2010,Male,Brazil,V499,Deaths17,55-59 years,170
2551,2010,Male,Brazil,V892,Deaths9,15-19 years,461
2552,2010,Male,Brazil,V892,Deaths10,20-24 years,862
2553,2010,Male,Brazil,V892,Deaths11,25-29 years,819
2554,2010,Male,Brazil,V892,Deaths12,30-34 years,646
2555,2010,Male,Brazil,V892,Deaths13,35-39 years,603
2556,2010,Male,Brazil,V892,Deaths14,40-44 years,541
2557,2010,Male,Brazil,V892,Deaths15,45-49 years,469
2558,2010,Male,Brazil,V892,Deaths16,50-54 years,364
2559,2010,Male,Brazil,V892,Deaths17,55-59 years,289
2560,2010,Male,Brazil,V892,Deaths18,60-64 years,255
2561,2010,Male,Brazil,V892,Deaths19,65-69 years,178
2562,2010,Male,Brazil,V892,Deaths20,70-74 years,124
2563,2010,Male,Brazil,V892,Deaths21,75-79 years,102
2564,2010,Female,Brazil,V892,Deaths9,15-19 years,133
2565,2010,Female,Brazil,V892,Deaths10,20-24 years,135
2566,2010,Female,Brazil,V892,Deaths11,25-29 years,115
2567,2010,Female,Brazil,V892,Deaths12,30-34 years,123
2568,2010,Male,Brazil,V899,Deaths10,20-24 years,218
2569,2010,Male,Brazil,V899,Deaths11,25-29 years,188
2570,2010,Male,Brazil,V899,Deaths12,30-34 years,190
2571,2010,Male,Brazil,V899,Deaths13,35-39 years,130
2572,2010,Male,Brazil,V899,Deaths14,40-44 years,119
2573,2010,Male,Brazil,V899,Deaths15,45-49 years,103
2574,2010,Male,Brazil,V899,Deaths16,50-54 years,100
2575,2010,Male,Brazil,V99,Deaths10,20-24 years,113
2576,2010,Female,Brazil,W180,Deaths22,80-84 years,122
2577,2010,Female,Brazil,W180,Deaths23,85-89 years,121
2578,2010,Male,Brazil,W189,Deaths20,70-74 years,109
2579,2010,Male,Brazil,W189,Deaths21,75-79 years,109
2580,2010,Male,Brazil,W189,Deaths22,80-84 years,124
2581,2010,Male,Brazil,W189,Deaths23,85-89 years,106
2582,2010,Female,Brazil,W189,Deaths21,75-79 years,114
2583,2010,Female,Brazil,W189,Deaths22,80-84 years,188
2584,2010,Female,Brazil,W189,Deaths23,85-89 years,205
2585,2010,Female,Brazil,W189,Deaths24,90-94 years,135
2586,2010,Male,Brazil,W199,Deaths14,40-44 years,113
2587,2010,Male,Brazil,W199,Deaths15,45-49 years,109
2588,2010,Male,Brazil,W199,Deaths16,50-54 years,116
2589,2010,Male,Brazil,W199,Deaths17,55-59 years,107
2590,2010,Male,Brazil,W199,Deaths18,60-64 years,105
2591,2010,Male,Brazil,W199,Deaths19,65-69 years,102
2592,2010,Male,Brazil,W199,Deaths20,70-74 years,112
2593,2010,Male,Brazil,W199,Deaths21,75-79 years,149
2594,2010,Male,Brazil,W199,Deaths22,80-84 years,128
2595,2010,Male,Brazil,W199,Deaths23,85-89 years,125
2596,2010,Female,Brazil,W199,Deaths21,75-79 years,115
2597,2010,Female,Brazil,W199,Deaths22,80-84 years,191
2598,2010,Female,Brazil,W199,Deaths23,85-89 years,186
2599,2010,Female,Brazil,W199,Deaths24,90-94 years,129
2600,2010,Male,Brazil,W698,Deaths8,10-14 years,141
2601,2010,Male,Brazil,W698,Deaths9,15-19 years,264
2602,2010,Male,Brazil,W698,Deaths10,20-24 years,225
2603,2010,Male,Brazil,W698,Deaths11,25-29 years,164
2604,2010,Male,Brazil,W698,Deaths12,30-34 years,171
2605,2010,Male,Brazil,W698,Deaths13,35-39 years,152
2606,2010,Male,Brazil,W698,Deaths14,40-44 years,171
2607,2010,Male,Brazil,W698,Deaths15,45-49 years,138
2608,2010,Male,Brazil,W698,Deaths16,50-54 years,110
2609,2010,Male,Brazil,W749,Deaths9,15-19 years,111
2610,2010,Male,Brazil,X599,Deaths10,20-24 years,154
2611,2010,Male,Brazil,X599,Deaths11,25-29 years,156
2612,2010,Male,Brazil,X599,Deaths12,30-34 years,118
2613,2010,Male,Brazil,X599,Deaths13,35-39 years,123
2614,2010,Male,Brazil,X599,Deaths14,40-44 years,107
2615,2010,Male,Brazil,X599,Deaths15,45-49 years,107
2616,2010,Male,Brazil,X599,Deaths16,50-54 years,116
2617,2010,Male,Brazil,X599,Deaths17,55-59 years,105
2618,2010,Male,Brazil,X700,Deaths9,15-19 years,202
2619,2010,Male,Brazil,X700,Deaths10,20-24 years,403
2620,2010,Male,Brazil,X700,Deaths11,25-29 years,393
2621,2010,Male,Brazil,X700,Deaths12,30-34 years,382
2622,2010,Male,Brazil,X700,Deaths13,35-39 years,304
2623,2010,Male,Brazil,X700,Deaths14,40-44 years,289
2624,2010,Male,Brazil,X700,Deaths15,45-49 years,268
2625,2010,Male,Brazil,X700,Deaths16,50-54 years,215
2626,2010,Male,Brazil,X700,Deaths17,55-59 years,215
2627,2010,Male,Brazil,X700,Deaths18,60-64 years,148
2628,2010,Male,Brazil,X700,Deaths20,70-74 years,101
2629,2010,Male,Brazil,X709,Deaths10,20-24 years,114
2630,2010,Male,Brazil,X709,Deaths11,25-29 years,120
2631,2010,Male,Brazil,X709,Deaths12,30-34 years,112
2632,2010,Male,Brazil,X709,Deaths14,40-44 years,100
2633,2010,Male,Brazil,X934,Deaths9,15-19 years,194
2634,2010,Male,Brazil,X934,Deaths10,20-24 years,317
